id,gender,age,age_o,race,race_o,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,match
4559,female,34,30,European/Caucasian-American,European/Caucasian-American,3,8,bilingual education,20.0,20.0,20.0,20.0,10.0,10.0,9,9,8,9,8,9.0,8.0,8.0,10.0,5.0,5.0,50.0,0.0,20.0,20.0,0.0,10.0,4.0,10.0,10.0,8.0,5.0,5.0,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,0.67,2,,4.0,8.0,5.0,0,0
456,female,27,25,European/Caucasian-American,Asian/Pacific Islander/Asian-American,5,8,Organizational Psychology,10.0,10.0,30.0,25.0,10.0,15.0,7,8,7,9,5,2.0,4.0,5.0,4.0,4.0,3.0,25.0,20.0,25.0,20.0,10.0,0.0,4.0,6.0,8.0,7.0,6.0,3.0,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9,0.13,7,3,6.0,3.0,6.0,0,0
4560,female,34,29,European/Caucasian-American,Other,3,8,bilingual education,20.0,20.0,20.0,20.0,10.0,10.0,9,9,8,9,8,5.0,10.0,10.0,5.0,10.0,2.0,40.0,30.0,10.0,8.0,2.0,10.0,7.0,7.0,7.0,6.0,7.0,6.0,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,0.15,2,,4.0,6.0,6.0,0,0
4561,female,34,26,European/Caucasian-American,European/Caucasian-American,3,8,bilingual education,20.0,20.0,20.0,20.0,10.0,10.0,9,9,8,9,8,5.0,6.0,10.0,5.0,6.0,6.0,20.0,25.0,20.0,10.0,5.0,20.0,5.0,6.0,7.0,8.0,9.0,10.0,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,-0.11,2,,4.0,4.0,5.0,0,0
4562,female,34,36,European/Caucasian-American,European/Caucasian-American,3,8,bilingual education,20.0,20.0,20.0,20.0,10.0,10.0,9,9,8,9,8,5.0,6.0,10.0,4.0,10.0,5.0,20.0,16.0,16.0,16.0,16.0,16.0,7.0,8.0,9.0,2.0,9.0,,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,0.63,2,,4.0,5.0,5.0,0,0
4563,female,34,29,European/Caucasian-American,European/Caucasian-American,3,8,bilingual education,20.0,20.0,20.0,20.0,10.0,10.0,9,9,8,9,8,6.0,6.0,7.0,7.0,9.0,6.0,30.0,15.0,15.0,20.0,10.0,10.0,6.0,7.0,8.0,7.0,5.0,5.0,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,0.63,2,,4.0,7.0,6.0,0,0
4564,female,21,27,European/Caucasian-American,Asian/Pacific Islander/Asian-American,8,7,speech pathology,50.0,5.0,20.0,10.0,5.0,10.0,8,8,8,8,10,5.0,10.0,10.0,,10.0,5.0,17.0,19.0,18.0,17.0,11.0,18.0,8.0,9.0,10.0,8.0,7.0,7.0,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,-0.23,8,,4.0,5.0,7.0,0,0
4565,female,21,32,European/Caucasian-American,European/Caucasian-American,8,7,speech pathology,50.0,5.0,20.0,10.0,5.0,10.0,8,8,8,8,10,4.0,9.0,8.0,4.0,8.0,,20.0,20.0,20.0,20.0,10.0,10.0,5.0,4.0,4.0,4.0,4.0,0.0,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,-0.3,8,,4.0,4.0,4.0,0,0
4566,female,21,25,European/Caucasian-American,European/Caucasian-American,8,7,speech pathology,50.0,5.0,20.0,10.0,5.0,10.0,8,8,8,8,10,3.0,,,,3.0,,24.0,15.0,20.0,20.0,8.0,13.0,6.0,6.0,5.0,7.0,5.0,4.0,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,-0.62,8,,4.0,2.0,5.0,0,0
4567,female,21,29,European/Caucasian-American,Asian/Pacific Islander/Asian-American,8,7,speech pathology,50.0,5.0,20.0,10.0,5.0,10.0,8,8,8,8,10,7.0,9.0,,8.0,,7.0,50.0,20.0,10.0,10.0,5.0,5.0,4.0,0.0,2.0,0.0,3.0,8.0,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,0.24,8,,4.0,7.0,8.0,0,0
4569,female,21,27,European/Caucasian-American,European/Caucasian-American,8,7,speech pathology,50.0,5.0,20.0,10.0,5.0,10.0,8,8,8,8,10,6.0,10.0,,,,8.0,19.0,13.0,18.0,18.0,10.0,22.0,3.0,6.0,4.0,8.0,6.0,5.0,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,0.58,8,,4.0,5.0,7.0,0,0
457,female,27,30,European/Caucasian-American,Asian/Pacific Islander/Asian-American,5,8,Organizational Psychology,10.0,10.0,30.0,25.0,10.0,15.0,7,8,7,9,5,2.0,5.0,6.0,3.0,4.0,3.0,30.0,20.0,10.0,30.0,0.0,10.0,5.0,5.0,5.0,5.0,5.0,,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9,-0.14,7,3,6.0,3.0,5.0,0,0
4570,female,21,32,European/Caucasian-American,Other,8,7,speech pathology,50.0,5.0,20.0,10.0,5.0,10.0,8,8,8,8,10,5.0,7.0,10.0,7.0,7.0,6.0,20.0,10.0,30.0,20.0,10.0,10.0,7.0,5.0,6.0,7.0,6.0,6.0,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,0.16,8,,4.0,4.0,5.0,0,0
4571,female,21,27,European/Caucasian-American,European/Caucasian-American,8,7,speech pathology,50.0,5.0,20.0,10.0,5.0,10.0,8,8,8,8,10,7.0,6.0,6.0,,6.0,5.0,6.67,19.05,42.86,9.52,14.29,7.62,2.0,8.0,6.0,4.0,7.0,2.0,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,-0.13,8,,4.0,7.0,8.0,0,0
4572,female,21,25,European/Caucasian-American,European/Caucasian-American,8,7,speech pathology,50.0,5.0,20.0,10.0,5.0,10.0,8,8,8,8,10,7.0,6.0,6.0,7.0,8.0,,25.0,20.0,15.0,25.0,10.0,5.0,4.0,5.0,6.0,8.0,7.0,6.0,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,0.1,8,,4.0,7.0,6.0,0,0
4573,female,21,30,European/Caucasian-American,European/Caucasian-American,8,7,speech pathology,50.0,5.0,20.0,10.0,5.0,10.0,8,8,8,8,10,7.0,10.0,,,10.0,,50.0,0.0,20.0,20.0,0.0,10.0,4.0,7.0,8.0,6.0,7.0,4.0,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,0.12,8,,4.0,6.0,6.0,0,0
4574,female,21,29,European/Caucasian-American,Other,8,7,speech pathology,50.0,5.0,20.0,10.0,5.0,10.0,8,8,8,8,10,7.0,8.0,5.0,,,,40.0,30.0,10.0,8.0,2.0,10.0,4.0,3.0,5.0,4.0,6.0,4.0,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,0.13,8,,4.0,4.0,5.0,0,0
4575,female,21,26,European/Caucasian-American,European/Caucasian-American,8,7,speech pathology,50.0,5.0,20.0,10.0,5.0,10.0,8,8,8,8,10,2.0,10.0,8.0,5.0,,,20.0,25.0,20.0,10.0,5.0,20.0,7.0,8.0,7.0,6.0,8.0,5.0,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,0.37,8,,4.0,3.0,6.0,0,0
4576,female,21,36,European/Caucasian-American,European/Caucasian-American,8,7,speech pathology,50.0,5.0,20.0,10.0,5.0,10.0,8,8,8,8,10,6.0,9.0,8.0,6.0,8.0,,20.0,16.0,16.0,16.0,16.0,16.0,5.0,8.0,6.0,10.0,5.0,,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,-0.35,8,,4.0,4.0,7.0,0,0
4577,female,21,29,European/Caucasian-American,European/Caucasian-American,8,7,speech pathology,50.0,5.0,20.0,10.0,5.0,10.0,8,8,8,8,10,7.0,6.0,,,,,30.0,15.0,15.0,20.0,10.0,10.0,6.0,6.0,7.0,8.0,7.0,7.0,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,0.3,8,,4.0,5.0,5.0,0,0
4578,female,33,27,European/Caucasian-American,Asian/Pacific Islander/Asian-American,2,1,Education,20.0,25.0,25.0,10.0,15.0,5.0,8,10,9,8,6,4.0,6.0,7.0,5.0,8.0,6.0,17.0,19.0,18.0,17.0,11.0,18.0,8.0,9.0,10.0,7.0,6.0,6.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.43,6,,1.0,6.0,8.0,0,0
4579,female,33,32,European/Caucasian-American,European/Caucasian-American,2,1,Education,20.0,25.0,25.0,10.0,15.0,5.0,8,10,9,8,6,7.0,8.0,8.0,8.0,8.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.59,6,,1.0,7.0,8.0,0,0
458,female,27,23,European/Caucasian-American,Asian/Pacific Islander/Asian-American,5,8,Organizational Psychology,10.0,10.0,30.0,25.0,10.0,15.0,7,8,7,9,5,4.0,4.0,6.0,7.0,5.0,4.0,20.0,25.0,20.0,15.0,10.0,10.0,4.0,8.0,9.0,6.0,4.0,,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9,0.07,7,3,6.0,4.0,5.0,0,0
4580,female,33,25,European/Caucasian-American,European/Caucasian-American,2,1,Education,20.0,25.0,25.0,10.0,15.0,5.0,8,10,9,8,6,7.0,5.0,7.0,3.0,6.0,2.0,24.0,15.0,20.0,20.0,8.0,13.0,6.0,8.0,7.0,5.0,5.0,5.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.17,6,,1.0,4.0,6.0,0,0
4581,female,33,29,European/Caucasian-American,Asian/Pacific Islander/Asian-American,2,1,Education,20.0,25.0,25.0,10.0,15.0,5.0,8,10,9,8,6,8.0,7.0,8.0,8.0,8.0,6.0,50.0,20.0,10.0,10.0,5.0,5.0,8.0,7.0,7.0,8.0,5.0,8.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.43,6,,1.0,7.0,6.0,0,0
4582,female,33,23,European/Caucasian-American,European/Caucasian-American,2,1,Education,20.0,25.0,25.0,10.0,15.0,5.0,8,10,9,8,6,6.0,10.0,9.0,8.0,8.0,7.0,25.0,5.0,30.0,15.0,5.0,20.0,9.0,8.0,8.0,6.0,7.0,9.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.55,6,,1.0,7.0,8.0,0,0
4584,female,33,32,European/Caucasian-American,Other,2,1,Education,20.0,25.0,25.0,10.0,15.0,5.0,8,10,9,8,6,6.0,7.0,9.0,6.0,9.0,6.0,20.0,10.0,30.0,20.0,10.0,10.0,6.0,7.0,7.0,7.0,6.0,6.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.51,6,,1.0,7.0,7.0,0,0
4585,female,33,27,European/Caucasian-American,European/Caucasian-American,2,1,Education,20.0,25.0,25.0,10.0,15.0,5.0,8,10,9,8,6,5.0,6.0,8.0,5.0,8.0,5.0,6.67,19.05,42.86,9.52,14.29,7.62,7.0,7.0,7.0,7.0,6.0,3.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.58,6,,1.0,5.0,6.0,0,0
4586,female,33,25,European/Caucasian-American,European/Caucasian-American,2,1,Education,20.0,25.0,25.0,10.0,15.0,5.0,8,10,9,8,6,6.0,7.0,8.0,7.0,8.0,5.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,5.0,6.0,6.0,3.0,3.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.48,6,,1.0,7.0,7.0,0,0
4587,female,33,30,European/Caucasian-American,European/Caucasian-American,2,1,Education,20.0,25.0,25.0,10.0,15.0,5.0,8,10,9,8,6,7.0,7.0,7.0,9.0,8.0,7.0,50.0,0.0,20.0,20.0,0.0,10.0,7.0,7.0,9.0,8.0,7.0,9.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.56,6,,1.0,7.0,,0,0
4588,female,33,29,European/Caucasian-American,Other,2,1,Education,20.0,25.0,25.0,10.0,15.0,5.0,8,10,9,8,6,5.0,7.0,7.0,6.0,7.0,5.0,40.0,30.0,10.0,8.0,2.0,10.0,6.0,4.0,5.0,5.0,5.0,5.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.21,6,,1.0,6.0,8.0,0,0
4589,female,33,26,European/Caucasian-American,European/Caucasian-American,2,1,Education,20.0,25.0,25.0,10.0,15.0,5.0,8,10,9,8,6,3.0,6.0,5.0,5.0,5.0,4.0,20.0,25.0,20.0,10.0,5.0,20.0,9.0,7.0,8.0,9.0,8.0,10.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.04,6,,1.0,4.0,7.0,0,0
459,female,27,24,European/Caucasian-American,European/Caucasian-American,5,8,Organizational Psychology,10.0,10.0,30.0,25.0,10.0,15.0,7,8,7,9,5,4.0,7.0,8.0,2.0,6.0,2.0,25.0,35.0,30.0,10.0,0.0,0.0,4.0,6.0,7.0,3.0,6.0,4.0,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9,-0.02,7,3,6.0,3.0,2.0,0,0
4590,female,33,36,European/Caucasian-American,European/Caucasian-American,2,1,Education,20.0,25.0,25.0,10.0,15.0,5.0,8,10,9,8,6,5.0,8.0,9.0,7.0,8.0,7.0,20.0,16.0,16.0,16.0,16.0,16.0,7.0,7.0,7.0,5.0,5.0,,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.8,6,,1.0,6.0,8.0,0,0
4591,female,33,29,European/Caucasian-American,European/Caucasian-American,2,1,Education,20.0,25.0,25.0,10.0,15.0,5.0,8,10,9,8,6,4.0,6.0,8.0,6.0,8.0,5.0,30.0,15.0,15.0,20.0,10.0,10.0,5.0,7.0,7.0,6.0,6.0,6.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.51,6,,1.0,6.0,7.0,0,0
4592,female,28,27,European/Caucasian-American,Asian/Pacific Islander/Asian-American,1,10,Speech Pathology,5.0,20.0,25.0,25.0,15.0,10.0,6,10,10,8,8,2.0,8.0,9.0,1.0,8.0,0.0,17.0,19.0,18.0,17.0,11.0,18.0,7.0,9.0,8.0,7.0,6.0,7.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.11,6,,1.0,5.0,2.0,0,0
4593,female,28,32,European/Caucasian-American,European/Caucasian-American,1,10,Speech Pathology,5.0,20.0,25.0,25.0,15.0,10.0,6,10,10,8,8,6.0,7.0,8.0,8.0,7.0,4.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,10.0,8.0,10.0,8.0,4.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.36,6,,1.0,5.0,5.0,0,0
4594,female,28,25,European/Caucasian-American,European/Caucasian-American,1,10,Speech Pathology,5.0,20.0,25.0,25.0,15.0,10.0,6,10,10,8,8,8.0,7.0,9.0,2.0,6.0,0.0,24.0,15.0,20.0,20.0,8.0,13.0,8.0,7.0,7.0,7.0,7.0,5.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.07,6,,1.0,3.0,3.0,0,0
4595,female,28,29,European/Caucasian-American,Asian/Pacific Islander/Asian-American,1,10,Speech Pathology,5.0,20.0,25.0,25.0,15.0,10.0,6,10,10,8,8,7.0,7.0,7.0,5.0,7.0,5.0,50.0,20.0,10.0,10.0,5.0,5.0,7.0,7.0,4.0,5.0,5.0,5.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.31,6,,1.0,5.0,5.0,0,0
4597,female,28,27,European/Caucasian-American,European/Caucasian-American,1,10,Speech Pathology,5.0,20.0,25.0,25.0,15.0,10.0,6,10,10,8,8,6.0,9.0,8.0,7.0,5.0,5.0,19.0,13.0,18.0,18.0,10.0,22.0,6.0,8.0,7.0,8.0,6.0,6.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.25,6,,1.0,6.0,5.0,0,0
4598,female,28,32,European/Caucasian-American,Other,1,10,Speech Pathology,5.0,20.0,25.0,25.0,15.0,10.0,6,10,10,8,8,6.0,9.0,10.0,3.0,9.0,4.0,20.0,10.0,30.0,20.0,10.0,10.0,5.0,7.0,5.0,6.0,7.0,5.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.63,6,,1.0,6.0,5.0,0,0
4599,female,28,27,European/Caucasian-American,European/Caucasian-American,1,10,Speech Pathology,5.0,20.0,25.0,25.0,15.0,10.0,6,10,10,8,8,6.0,8.0,10.0,3.0,8.0,2.0,6.67,19.05,42.86,9.52,14.29,7.62,7.0,9.0,8.0,8.0,3.0,3.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.51,6,,1.0,6.0,5.0,0,0
46,female,21,30,European/Caucasian-American,European/Caucasian-American,8,1,Law,20.0,5.0,25.0,25.0,10.0,15.0,6,3,6,10,8,6.0,6.0,8.0,5.0,5.0,6.0,35.0,15.0,25.0,10.0,5.0,10.0,2.0,3.0,4.0,4.0,5.0,3.0,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,-0.05,7,10,,6.0,3.0,0,0
4600,female,28,25,European/Caucasian-American,European/Caucasian-American,1,10,Speech Pathology,5.0,20.0,25.0,25.0,15.0,10.0,6,10,10,8,8,9.0,8.0,9.0,9.0,9.0,5.0,25.0,20.0,15.0,25.0,10.0,5.0,8.0,8.0,8.0,9.0,6.0,6.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.41,6,,1.0,6.0,5.0,0,0
4601,female,28,30,European/Caucasian-American,European/Caucasian-American,1,10,Speech Pathology,5.0,20.0,25.0,25.0,15.0,10.0,6,10,10,8,8,7.0,7.0,8.0,10.0,7.0,8.0,50.0,0.0,20.0,20.0,0.0,10.0,8.0,6.0,8.0,8.0,8.0,7.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.61,6,,1.0,9.0,5.0,0,1
4602,female,28,29,European/Caucasian-American,Other,1,10,Speech Pathology,5.0,20.0,25.0,25.0,15.0,10.0,6,10,10,8,8,5.0,6.0,7.0,3.0,7.0,2.0,40.0,30.0,10.0,8.0,2.0,10.0,5.0,6.0,5.0,6.0,6.0,3.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.31,6,,1.0,6.0,5.0,0,0
4603,female,28,26,European/Caucasian-American,European/Caucasian-American,1,10,Speech Pathology,5.0,20.0,25.0,25.0,15.0,10.0,6,10,10,8,8,3.0,6.0,5.0,5.0,6.0,0.0,20.0,25.0,20.0,10.0,5.0,20.0,6.0,6.0,6.0,9.0,8.0,8.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,-0.27,6,,1.0,5.0,4.0,,0
4604,female,28,36,European/Caucasian-American,European/Caucasian-American,1,10,Speech Pathology,5.0,20.0,25.0,25.0,15.0,10.0,6,10,10,8,8,5.0,6.0,7.0,3.0,7.0,3.0,20.0,16.0,16.0,16.0,16.0,16.0,5.0,7.0,6.0,5.0,5.0,,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.49,6,,1.0,5.0,5.0,0,0
4605,female,28,29,European/Caucasian-American,European/Caucasian-American,1,10,Speech Pathology,5.0,20.0,25.0,25.0,15.0,10.0,6,10,10,8,8,5.0,5.0,6.0,3.0,5.0,0.0,30.0,15.0,15.0,20.0,10.0,10.0,4.0,7.0,6.0,6.0,5.0,5.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.55,6,,1.0,4.0,5.0,,0
4606,female,29,27,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,6,9,math education,10.0,47.0,16.0,12.0,3.0,12.0,7,9,8,9,5,5.0,8.0,8.0,7.0,7.0,6.0,17.0,19.0,18.0,17.0,11.0,18.0,8.0,9.0,8.0,7.0,6.0,7.0,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,0.19,4,,5.0,7.0,8.0,1,0
4608,female,29,25,Asian/Pacific Islander/Asian-American,European/Caucasian-American,6,9,math education,10.0,47.0,16.0,12.0,3.0,12.0,7,9,8,9,5,8.0,7.0,8.0,6.0,6.0,5.0,24.0,15.0,20.0,20.0,8.0,13.0,7.0,8.0,7.0,6.0,6.0,4.0,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,0.19,4,,5.0,7.0,7.0,0,0
4609,female,29,29,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,6,9,math education,10.0,47.0,16.0,12.0,3.0,12.0,7,9,8,9,5,9.0,8.0,8.0,6.0,6.0,7.0,50.0,20.0,10.0,10.0,5.0,5.0,5.0,7.0,6.0,5.0,6.0,7.0,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,0.03,4,,5.0,8.0,7.0,0,0
461,female,27,28,European/Caucasian-American,European/Caucasian-American,5,8,Organizational Psychology,10.0,10.0,30.0,25.0,10.0,15.0,7,8,7,9,5,6.0,4.0,7.0,4.0,5.0,2.0,25.0,15.0,25.0,15.0,0.0,20.0,6.0,7.0,6.0,6.0,5.0,6.0,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9,-0.01,7,3,6.0,4.0,3.0,0,0
4610,female,29,23,Asian/Pacific Islander/Asian-American,European/Caucasian-American,6,9,math education,10.0,47.0,16.0,12.0,3.0,12.0,7,9,8,9,5,7.0,8.0,8.0,8.0,7.0,8.0,25.0,5.0,30.0,15.0,5.0,20.0,5.0,7.0,8.0,4.0,8.0,5.0,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,0.1,4,,5.0,8.0,7.0,0,0
4611,female,29,27,Asian/Pacific Islander/Asian-American,European/Caucasian-American,6,9,math education,10.0,47.0,16.0,12.0,3.0,12.0,7,9,8,9,5,7.0,7.0,7.0,6.0,7.0,6.0,19.0,13.0,18.0,18.0,10.0,22.0,6.0,7.0,7.0,5.0,6.0,4.0,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,0.23,4,,5.0,7.0,6.0,0,0
4612,female,29,32,Asian/Pacific Islander/Asian-American,Other,6,9,math education,10.0,47.0,16.0,12.0,3.0,12.0,7,9,8,9,5,6.0,8.0,9.0,8.0,8.0,6.0,20.0,10.0,30.0,20.0,10.0,10.0,6.0,6.0,6.0,6.0,5.0,5.0,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,0.59,4,,5.0,7.0,7.0,0,0
4613,female,29,27,Asian/Pacific Islander/Asian-American,European/Caucasian-American,6,9,math education,10.0,47.0,16.0,12.0,3.0,12.0,7,9,8,9,5,5.0,9.0,9.0,8.0,7.0,8.0,6.67,19.05,42.86,9.52,14.29,7.62,9.0,8.0,8.0,6.0,4.0,5.0,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,0.53,4,,5.0,8.0,7.0,0,1
4614,female,29,25,Asian/Pacific Islander/Asian-American,European/Caucasian-American,6,9,math education,10.0,47.0,16.0,12.0,3.0,12.0,7,9,8,9,5,7.0,5.0,7.0,5.0,9.0,7.0,25.0,20.0,15.0,25.0,10.0,5.0,5.0,6.0,5.0,4.0,4.0,3.0,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,0.38,4,,5.0,6.0,6.0,0,0
4615,female,29,30,Asian/Pacific Islander/Asian-American,European/Caucasian-American,6,9,math education,10.0,47.0,16.0,12.0,3.0,12.0,7,9,8,9,5,8.0,5.0,8.0,9.0,7.0,3.0,50.0,0.0,20.0,20.0,0.0,10.0,8.0,9.0,9.0,8.0,5.0,5.0,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,0.46,4,,5.0,7.0,7.0,0,0
4616,female,29,29,Asian/Pacific Islander/Asian-American,Other,6,9,math education,10.0,47.0,16.0,12.0,3.0,12.0,7,9,8,9,5,4.0,7.0,8.0,5.0,7.0,8.0,40.0,30.0,10.0,8.0,2.0,10.0,5.0,6.0,5.0,6.0,5.0,4.0,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,0.35,4,,5.0,5.0,6.0,0,0
4617,female,29,26,Asian/Pacific Islander/Asian-American,European/Caucasian-American,6,9,math education,10.0,47.0,16.0,12.0,3.0,12.0,7,9,8,9,5,4.0,6.0,7.0,5.0,9.0,6.0,20.0,25.0,20.0,10.0,5.0,20.0,6.0,8.0,6.0,5.0,8.0,6.0,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,-0.26,4,,5.0,6.0,7.0,0,0
4618,female,29,36,Asian/Pacific Islander/Asian-American,European/Caucasian-American,6,9,math education,10.0,47.0,16.0,12.0,3.0,12.0,7,9,8,9,5,7.0,7.0,7.0,5.0,5.0,5.0,20.0,16.0,16.0,16.0,16.0,16.0,8.0,2.0,9.0,5.0,9.0,,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,0.45,4,,5.0,6.0,6.0,0,0
4619,female,29,29,Asian/Pacific Islander/Asian-American,European/Caucasian-American,6,9,math education,10.0,47.0,16.0,12.0,3.0,12.0,7,9,8,9,5,7.0,6.0,7.0,6.0,6.0,5.0,30.0,15.0,15.0,20.0,10.0,10.0,4.0,8.0,7.0,6.0,5.0,5.0,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,0.47,4,,5.0,6.0,6.0,0,0
462,female,27,26,European/Caucasian-American,European/Caucasian-American,5,8,Organizational Psychology,10.0,10.0,30.0,25.0,10.0,15.0,7,8,7,9,5,8.0,5.0,9.0,7.0,6.0,5.0,20.0,35.0,20.0,10.0,10.0,5.0,6.0,8.0,9.0,8.0,9.0,7.0,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9,0.09,7,3,6.0,6.0,6.0,0,0
4620,female,22,27,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,6,2,TESOL,16.0,20.0,19.0,16.0,18.0,11.0,6,9,8,8,8,9.0,9.0,9.0,9.0,8.0,9.0,17.0,19.0,18.0,17.0,11.0,18.0,10.0,10.0,10.0,10.0,8.0,7.0,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,0.39,7,,2.0,8.0,5.0,1,0
4621,female,22,32,Asian/Pacific Islander/Asian-American,European/Caucasian-American,6,2,TESOL,16.0,20.0,19.0,16.0,18.0,11.0,6,9,8,8,8,8.0,9.0,8.0,9.0,8.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,8.0,8.0,,,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,-0.22,7,,2.0,8.0,6.0,0,0
4622,female,22,25,Asian/Pacific Islander/Asian-American,European/Caucasian-American,6,2,TESOL,16.0,20.0,19.0,16.0,18.0,11.0,6,9,8,8,8,7.0,6.0,6.0,6.0,6.0,5.0,24.0,15.0,20.0,20.0,8.0,13.0,8.0,8.0,7.0,6.0,7.0,3.0,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,0.1,7,,2.0,6.0,5.0,0,0
